INSERT INTO oceny (user_id, temat, przedmiot, wartosc, data_wystawienia) VALUES('101', 'Kartkówka', 'Język Francuski', '3', '2016-09-14 08:10:19'), 
('101', 'Praca dodatkowa', 'Język Angielski', '1', '2016-12-20 20:50:14'), 
('165', 'Odpowiedź ustna', 'Wychowanie do Życia w Rodzinie', '1', '2016-12-01 22:35:17'), 
('165', 'Projekt', 'Język Hiszpański', '4', '2016-10-10 06:24:42'), 
('165', 'Sprawdzian', 'Zajęcia Artystyczne', '4', '2017-01-24 13:00:51'), 
('165', 'Projekt', 'Zajęcia Artystyczne', '3', '2017-01-23 01:15:34'), 
('165', 'Odpowiedź ustna', 'Informatyka', '4', '2016-12-09 14:16:31'), 
('165', 'Sprawdzian', 'Język Rosyjski', '2', '2016-11-03 00:07:47'), 
('165', 'Aktywność na lekcji', 'Religia', '5', '2016-11-14 23:18:12'), 
('165', 'Zachowanie', 'Plastyka', '5', '2016-11-18 12:19:49'), 
('165', 'Praca dodatkowa', 'Wychowanie Fizyczne', '1', '2016-09-13 14:28:09'), 
('165', 'Sprawdzian', 'Informatyka', '3', '2017-01-02 10:01:19'), 
('165', 'Aktywność na lekcji', 'Wychowanie Fizyczne', '5', '2016-11-13 09:58:26'), 
('165', 'Kartkówka', 'Wiedza o Społeczeństwie', '4', '2016-12-08 17:22:43'), 
('165', 'Egzamin', 'Język Rosyjski', '5', '2016-09-17 13:33:29'), 
('165', 'Egzamin', 'Fizyka', '4', '2017-01-23 01:47:44'), 
('165', 'Kartkówka', 'Informatyka', '4', '2016-09-28 03:48:40'), 
('165', 'Aktywność na lekcji', 'Plastyka', '5', '2016-11-29 03:26:18'), 
('165', 'Egzamin', 'Język Francuski', '2', '2016-11-10 11:47:53'), 
('165', 'Praca dodatkowa', 'Wiedza o Społeczeństwie', '2', '2016-12-19 17:57:27'), 
('166', 'Odpowiedź ustna', 'Religia', '2', '2016-09-24 22:50:36'), 
('166', 'Egzamin', 'Język Angielski', '6', '2017-01-07 12:26:10'), 
('166', 'Sprawdzian', 'Język Angielski', '4', '2016-12-31 16:59:38'), 
('166', 'Projekt', 'Wychowanie do Życia w Rodzinie', '5', '2016-09-15 23:07:45'), 
('166', 'Sprawdzian', 'Język Polski', '5', '2016-10-09 05:15:59'), 
('166', 'Zachowanie', 'Informatyka', '6', '2016-10-04 03:04:45'), 
('166', 'Praca dodatkowa', 'Język Włoski', '5', '2016-10-14 23:27:15'), 
('166', 'Egzamin', 'Plastyka', '2', '2016-12-21 21:36:23'), 
('166', 'Odpowiedź ustna', 'Wychowanie do Życia w Rodzinie', '2', '2016-11-20 02:41:46'), 
('166', 'Projekt', 'Geografia', '4', '2016-11-23 07:10:47'), 
('166', 'Odpowiedź ustna', 'Język Francuski', '5', '2016-12-13 23:46:19'), 
('166', 'Sprawdzian', 'Język Angielski', '6', '2017-01-16 23:50:12'), 
('166', 'Egzamin', 'Godzina Wychowawcza', '2', '2016-09-08 23:30:53'), 
('166', 'Sprawdzian', 'Technika', '6', '2016-11-23 03:51:00'), 
('166', 'Odpowiedź ustna', 'Wychowanie do Życia w Rodzinie', '1', '2017-01-08 22:05:41'), 
('166', 'Kartkówka', 'Język Angielski', '3', '2016-10-21 23:48:42'), 
('166', 'Aktywność na lekcji', 'Religia', '3', '2016-12-14 09:04:56'), 
('166', 'Egzamin', 'Język Angielski', '5', '2016-09-28 15:51:24'), 
('166', 'Sprawdzian', 'Chemia', '1', '2016-09-23 10:00:19'), 
('166', 'Praca dodatkowa', 'Zajęcia Artystyczne', '5', '2016-10-13 16:40:34'), 
('166', 'Odpowiedź ustna', 'Język Francuski', '4', '2016-10-08 11:18:20'), 
('166', 'Praca dodatkowa', 'Godzina Wychowawcza', '4', '2016-11-07 14:07:17'), 
('166', 'Praca dodatkowa', 'Język Francuski', '2', '2016-11-26 10:47:10'), 
('166', 'Praca dodatkowa', 'Język Rosyjski', '3', '2016-11-21 06:07:50'), 
('166', 'Odpowiedź ustna', 'Technika', '4', '2016-12-25 02:37:44'), 
('166', 'Sprawdzian', 'Język Włoski', '6', '2016-10-28 16:18:08'), 
('166', 'Projekt', 'Zajęcia Artystyczne', '6', '2016-12-27 13:22:05'), 
('167', 'Projekt', 'Matematyka', '3', '2017-01-03 08:20:58'), 
('167', 'Egzamin', 'Język Angielski', '5', '2016-11-14 04:14:17'), 
('167', 'Egzamin', 'Biologia', '4', '2016-10-22 02:32:17'), 
('167', 'Egzamin', 'Wychowanie do Życia w Rodzinie', '5', '2017-01-11 16:35:28'), 
('167', 'Sprawdzian', 'Matematyka', '1', '2016-12-31 16:50:47'), 
('167', 'Odpowiedź ustna', 'Język Francuski', '2', '2016-10-17 20:55:25'), 
('167', 'Zachowanie', 'Język Rosyjski', '6', '2016-09-29 03:04:03'), 
('167', 'Praca dodatkowa', 'Chemia', '1', '2017-01-17 05:01:19'), 
('167', 'Sprawdzian', 'Technika', '1', '2016-12-04 05:17:04'), 
('167', 'Projekt', 'Muzyka', '3', '2017-01-08 14:13:57'), 
('167', 'Praca dodatkowa', 'Plastyka', '1', '2016-12-16 05:01:45'), 
('167', 'Aktywność na lekcji', 'Język Angielski', '3', '2016-12-02 01:51:13'), 
('167', 'Projekt', 'Wychowanie do Życia w Rodzinie', '2', '2017-01-29 15:14:38'), 
('167', 'Aktywność na lekcji', 'Język Francuski', '3', '2016-12-21 13:01:24'), 
('167', 'Praca dodatkowa', 'Język Włoski', '1', '2016-10-02 21:30:00'), 
('167', 'Projekt', 'Język Rosyjski', '2', '2016-10-08 13:11:27'), 
('167', 'Sprawdzian', 'Język Polski', '4', '2016-09-21 14:27:04'), 
('167', 'Projekt', 'Język Włoski', '1', '2016-12-13 14:23:21'), 
('167', 'Zachowanie', 'Język Włoski', '6', '2016-11-22 20:20:54'), 
('167', 'Sprawdzian', 'Zajęcia Artystyczne', '4', '2016-12-27 20:30:07'), 
('167', 'Sprawdzian', 'Język Rosyjski', '3', '2016-11-14 20:37:16'), 
('168', 'Projekt', 'Chemia', '6', '2016-10-31 12:26:47'), 
('168', 'Aktywność na lekcji', 'Fizyka', '6', '2017-02-01 02:36:02'), 
('168', 'Egzamin', 'Język Angielski', '5', '2016-12-22 13:45:49'), 
('168', 'Aktywność na lekcji', 'Zajęcia Artystyczne', '5', '2016-09-07 04:41:31'), 
('168', 'Odpowiedź ustna', 'Plastyka', '4', '2016-11-09 23:51:15'), 
('168', 'Kartkówka', 'Technika', '1', '2016-11-05 14:40:36'), 
('168', 'Kartkówka', 'Biologia', '4', '2016-12-17 18:45:58'), 
('168', 'Odpowiedź ustna', 'Religia', '4', '2016-09-09 00:20:01'), 
('168', 'Egzamin', 'Godzina Wychowawcza', '3', '2017-02-01 21:31:00'), 
('168', 'Egzamin', 'Język Angielski', '5', '2017-01-03 22:39:42'), 
('168', 'Kartkówka', 'Język Angielski', '5', '2016-10-22 02:24:40'), 
('168', 'Odpowiedź ustna', 'Chemia', '5', '2017-01-25 12:46:01'), 
('168', 'Zachowanie', 'Wychowanie do Życia w Rodzinie', '3', '2016-10-05 06:04:40'), 
('168', 'Kartkówka', 'Zajęcia Artystyczne', '6', '2017-01-03 10:02:27'), 
('168', 'Zachowanie', 'Wychowanie do Życia w Rodzinie', '2', '2016-11-03 05:01:34'), 
('168', 'Odpowiedź ustna', 'Muzyka', '5', '2016-10-24 13:34:21'), 
('168', 'Sprawdzian', 'Plastyka', '5', '2016-12-09 10:41:59'), 
('168', 'Praca dodatkowa', 'Biologia', '4', '2016-10-25 14:51:07'), 
('168', 'Zachowanie', 'Wychowanie do Życia w Rodzinie', '5', '2016-10-16 23:15:30'), 
('168', 'Projekt', 'Chemia', '2', '2016-09-13 18:31:24'), 
('168', 'Projekt', 'Informatyka', '1', '2016-12-12 15:32:53'), 
('168', 'Egzamin', 'Język Rosyjski', '1', '2016-10-26 21:49:26'), 
('168', 'Sprawdzian', 'Geografia', '6', '2017-01-01 13:29:41'), 
('168', 'Zachowanie', 'Wiedza o Społeczeństwie', '3', '2016-10-12 19:42:32'), 
('168', 'Egzamin', 'Język Rosyjski', '1', '2016-11-14 14:29:43'), 
('168', 'Kartkówka', 'Technika', '4', '2016-10-19 23:27:32'), 
('168', 'Projekt', 'Biologia', '3', '2016-10-14 13:53:21'), 
('169', 'Praca dodatkowa', 'Wiedza o Społeczeństwie', '5', '2016-11-30 17:12:41'), 
('169', 'Projekt', 'Język Polski', '5', '2017-01-25 04:22:36'), 
('169', 'Zachowanie', 'Chemia', '3', '2016-10-15 02:35:36'), 
('169', 'Odpowiedź ustna', 'Informatyka', '1', '2016-11-05 00:52:32'), 
('169', 'Zachowanie', 'Zajęcia Artystyczne', '1', '2016-11-27 04:18:13'), 
('169', 'Odpowiedź ustna', 'Język Rosyjski', '3', '2016-09-12 09:19:48'), 
('169', 'Odpowiedź ustna', 'Zajęcia Artystyczne', '3', '2017-01-12 20:29:18'), 
('169', 'Praca dodatkowa', 'Chemia', '1', '2016-12-05 17:22:57'), 
('169', 'Sprawdzian', 'Biologia', '3', '2016-11-12 11:48:43'), 
('169', 'Zachowanie', 'Technika', '5', '2017-01-05 17:15:40'), 
('169', 'Odpowiedź ustna', 'Plastyka', '5', '2016-09-24 04:22:29'), 
('169', 'Praca dodatkowa', 'Język Francuski', '4', '2017-01-22 01:53:36'), 
('169', 'Aktywność na lekcji', 'Plastyka', '5', '2017-01-04 14:06:15'), 
('169', 'Zachowanie', 'Język Włoski', '3', '2016-11-05 01:43:52'), 
('169', 'Projekt', 'Chemia', '5', '2016-12-27 10:31:07'), 
('169', 'Odpowiedź ustna', 'Geografia', '4', '2016-10-14 02:18:34'), 
('169', 'Zachowanie', 'Matematyka', '5', '2016-10-05 04:28:34'), 
('169', 'Odpowiedź ustna', 'Muzyka', '5', '2016-09-12 12:10:14'), 
('169', 'Sprawdzian', 'Muzyka', '2', '2017-01-24 16:07:30'), 
('169', 'Kartkówka', 'Wychowanie Fizyczne', '3', '2016-09-12 20:48:55'), 
('169', 'Aktywność na lekcji', 'Język Polski', '4', '2017-01-18 21:09:40'), 
('169', 'Odpowiedź ustna', 'Język Hiszpański', '5', '2017-01-12 22:11:31'), 
('170', 'Kartkówka', 'Język Francuski', '5', '2016-09-07 11:45:27'), 
('170', 'Egzamin', 'Chemia', '4', '2016-09-19 21:45:59'), 
('170', 'Odpowiedź ustna', 'Wychowanie do Życia w Rodzinie', '1', '2016-09-14 02:56:27'), 
('170', 'Projekt', 'Geografia', '3', '2016-11-17 17:06:41'), 
('170', 'Sprawdzian', 'Godzina Wychowawcza', '5', '2016-11-06 08:30:22'), 
('170', 'Zachowanie', 'Wychowanie Fizyczne', '1', '2016-09-21 13:59:38'), 
('170', 'Praca dodatkowa', 'Godzina Wychowawcza', '6', '2016-09-28 23:28:02'), 
('170', 'Zachowanie', 'Chemia', '2', '2017-01-14 16:55:37'), 
('170', 'Praca dodatkowa', 'Zajęcia Artystyczne', '3', '2016-09-20 22:48:38'), 
('170', 'Aktywność na lekcji', 'Informatyka', '5', '2016-10-01 18:01:46'), 
('170', 'Projekt', 'Plastyka', '2', '2016-11-08 02:29:36'), 
('170', 'Aktywność na lekcji', 'Język Angielski', '1', '2016-09-08 11:03:26'), 
('170', 'Projekt', 'Biologia', '2', '2016-11-26 23:34:46'), 
('170', 'Egzamin', 'Geografia', '4', '2016-09-11 06:32:40'), 
('170', 'Praca dodatkowa', 'Plastyka', '2', '2016-10-15 11:20:28'), 
('170', 'Egzamin', 'Muzyka', '6', '2017-01-25 01:56:02'), 
('170', 'Odpowiedź ustna', 'Godzina Wychowawcza', '1', '2016-12-17 23:06:34'), 
('170', 'Egzamin', 'Język Angielski', '4', '2017-01-22 19:07:47'), 
('170', 'Egzamin', 'Godzina Wychowawcza', '3', '2016-10-07 08:24:54'), 
('170', 'Zachowanie', 'Geografia', '4', '2016-11-03 19:00:56'), 
('170', 'Praca dodatkowa', 'Język Francuski', '6', '2017-01-13 18:34:32'), 
('170', 'Zachowanie', 'Informatyka', '5', '2017-01-25 04:59:20'), 
('170', 'Kartkówka', 'Biologia', '4', '2017-01-30 00:55:21'), 
('170', 'Odpowiedź ustna', 'Język Francuski', '6', '2016-11-27 20:30:35'), 
('170', 'Sprawdzian', 'Język Francuski', '4', '2016-12-19 23:51:46'), 
('171', 'Egzamin', 'Zajęcia Artystyczne', '6', '2017-01-16 10:39:33'), 
('171', 'Zachowanie', 'Zajęcia Artystyczne', '5', '2016-11-04 00:45:47'), 
('171', 'Praca dodatkowa', 'Fizyka', '6', '2017-01-10 20:42:29'), 
('171', 'Projekt', 'Fizyka', '2', '2016-09-18 11:35:21'), 
('171', 'Aktywność na lekcji', 'Godzina Wychowawcza', '2', '2017-01-01 17:56:09'), 
('171', 'Sprawdzian', 'Geografia', '1', '2016-12-05 16:43:06'), 
('171', 'Kartkówka', 'Zajęcia Artystyczne', '4', '2016-09-21 21:31:17'), 
('171', 'Praca dodatkowa', 'Informatyka', '1', '2016-10-14 02:02:53'), 
('171', 'Praca dodatkowa', 'Język Francuski', '6', '2016-12-20 08:56:08'), 
('171', 'Kartkówka', 'Plastyka', '4', '2016-12-18 14:37:55'), 
('171', 'Egzamin', 'Muzyka', '5', '2016-11-01 11:34:36'), 
('171', 'Odpowiedź ustna', 'Zajęcia Artystyczne', '3', '2016-12-25 06:24:18'), 
('171', 'Aktywność na lekcji', 'Technika', '4', '2016-12-09 04:11:50'), 
('171', 'Praca dodatkowa', 'Język Włoski', '3', '2016-12-26 21:00:40'), 
('171', 'Egzamin', 'Fizyka', '4', '2016-10-01 07:05:55'), 
('171', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '4', '2016-12-15 09:52:09'), 
('171', 'Egzamin', 'Zajęcia Artystyczne', '4', '2016-09-17 21:29:04'), 
('171', 'Kartkówka', 'Chemia', '6', '2016-11-25 23:54:51'), 
('171', 'Egzamin', 'Fizyka', '1', '2016-12-31 17:38:40'), 
('171', 'Kartkówka', 'Religia', '4', '2017-01-16 15:49:01'), 
('171', 'Aktywność na lekcji', 'Biologia', '3', '2016-12-16 20:14:22'), 
('171', 'Aktywność na lekcji', 'Religia', '2', '2017-02-01 08:09:10'), 
('171', 'Odpowiedź ustna', 'Język Włoski', '4', '2017-01-24 20:23:07'), 
('171', 'Kartkówka', 'Godzina Wychowawcza', '3', '2016-12-05 17:54:34'), 
('172', 'Projekt', 'Religia', '6', '2017-01-30 02:07:37'), 
('172', 'Aktywność na lekcji', 'Język Francuski', '4', '2016-11-14 13:33:45'), 
('172', 'Egzamin', 'Geografia', '1', '2017-01-16 04:35:49'), 
('172', 'Aktywność na lekcji', 'Język Francuski', '2', '2017-01-05 02:58:31'), 
('172', 'Egzamin', 'Geografia', '5', '2016-12-14 14:35:13'), 
('172', 'Aktywność na lekcji', 'Wychowanie do Życia w Rodzinie', '1', '2016-10-12 18:52:40'), 
('172', 'Praca dodatkowa', 'Chemia', '3', '2016-09-12 05:53:52'), 
('172', 'Projekt', 'Język Angielski', '4', '2016-11-24 05:56:36'), 
('172', 'Aktywność na lekcji', 'Wiedza o Społeczeństwie', '4', '2016-09-27 20:28:00'), 
('172', 'Egzamin', 'Religia', '3', '2016-12-21 14:43:33'), 
('172', 'Aktywność na lekcji', 'Technika', '5', '2016-12-30 23:07:50'), 
('172', 'Aktywność na lekcji', 'Godzina Wychowawcza', '3', '2017-01-19 20:06:17'), 
('172', 'Odpowiedź ustna', 'Język Hiszpański', '5', '2016-12-08 10:32:33'), 
('172', 'Aktywność na lekcji', 'Wiedza o Społeczeństwie', '4', '2017-01-28 02:24:45'), 
('172', 'Aktywność na lekcji', 'Wiedza o Społeczeństwie', '1', '2016-11-20 08:17:34'), 
('172', 'Sprawdzian', 'Wychowanie Fizyczne', '4', '2017-01-08 06:21:54'), 
('172', 'Kartkówka', 'Wiedza o Społeczeństwie', '2', '2016-11-10 17:37:10'), 
('172', 'Aktywność na lekcji', 'Język Polski', '3', '2016-09-28 13:01:31'), 
('172', 'Sprawdzian', 'Język Rosyjski', '6', '2016-12-24 01:35:17'), 
('172', 'Projekt', 'Wychowanie do Życia w Rodzinie', '4', '2016-12-21 06:23:49'), 
('172', 'Praca dodatkowa', 'Matematyka', '1', '2017-01-30 15:42:24'), 
('172', 'Praca dodatkowa', 'Język Hiszpański', '6', '2017-01-30 15:39:00'), 
('172', 'Zachowanie', 'Matematyka', '6', '2016-12-22 23:00:17'), 
('172', 'Egzamin', 'Matematyka', '1', '2016-10-16 14:57:07'), 
('172', 'Kartkówka', 'Muzyka', '2', '2016-09-27 06:04:22'), 
('172', 'Sprawdzian', 'Język Francuski', '6', '2016-10-03 23:27:33'), 
('172', 'Sprawdzian', 'Język Angielski', '4', '2016-12-17 17:26:44'), 
('172', 'Egzamin', 'Fizyka', '3', '2016-11-01 02:06:17'), 
('172', 'Praca dodatkowa', 'Język Hiszpański', '4', '2016-12-22 00:03:47'), 
('172', 'Zachowanie', 'Język Rosyjski', '6', '2016-12-30 10:26:59'), 
('173', 'Praca dodatkowa', 'Zajęcia Artystyczne', '2', '2016-10-29 07:20:37'), 
('173', 'Praca dodatkowa', 'Język Rosyjski', '2', '2016-11-27 15:18:27'), 
('173', 'Zachowanie', 'Język Hiszpański', '1', '2016-11-24 05:49:33'), 
('173', 'Projekt', 'Matematyka', '6', '2016-09-26 10:36:09'), 
('173', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '5', '2017-01-23 21:09:47'), 
('173', 'Odpowiedź ustna', 'Technika', '6', '2016-10-26 05:46:17'), 
('173', 'Projekt', 'Religia', '6', '2016-11-01 08:59:44'), 
('173', 'Egzamin', 'Matematyka', '1', '2016-12-01 06:19:30'), 
('173', 'Projekt', 'Język Rosyjski', '5', '2016-10-18 23:54:59'), 
('173', 'Sprawdzian', 'Wiedza o Społeczeństwie', '3', '2016-12-09 14:37:16'), 
('173', 'Zachowanie', 'Matematyka', '3', '2016-12-24 16:20:20'), 
('173', 'Egzamin', 'Godzina Wychowawcza', '3', '2016-09-20 06:20:30'), 
('173', 'Kartkówka', 'Muzyka', '3', '2016-12-31 06:20:15'), 
('173', 'Aktywność na lekcji', 'Religia', '5', '2016-11-15 18:28:40'), 
('173', 'Egzamin', 'Wychowanie do Życia w Rodzinie', '2', '2017-01-05 23:22:00'), 
('173', 'Aktywność na lekcji', 'Plastyka', '5', '2016-09-11 08:56:53'), 
('173', 'Zachowanie', 'Religia', '2', '2017-01-18 11:18:53'), 
('173', 'Egzamin', 'Godzina Wychowawcza', '3', '2017-01-04 22:41:10'), 
('173', 'Zachowanie', 'Muzyka', '3', '2016-11-07 18:22:19'), 
('173', 'Projekt', 'Religia', '3', '2016-10-10 10:04:58'), 
('174', 'Aktywność na lekcji', 'Geografia', '5', '2016-11-02 17:02:37'), 
('174', 'Kartkówka', 'Godzina Wychowawcza', '6', '2016-12-24 21:30:46'), 
('174', 'Odpowiedź ustna', 'Język Włoski', '4', '2016-09-26 22:42:25'), 
('174', 'Projekt', 'Biologia', '4', '2016-09-26 16:04:19'), 
('174', 'Aktywność na lekcji', 'Wychowanie do Życia w Rodzinie', '6', '2016-12-15 00:27:08'), 
('174', 'Egzamin', 'Godzina Wychowawcza', '3', '2017-01-22 18:28:17'), 
('174', 'Praca dodatkowa', 'Muzyka', '4', '2016-12-05 10:20:58'), 
('174', 'Praca dodatkowa', 'Geografia', '5', '2016-11-19 14:39:18'), 
('174', 'Sprawdzian', 'Wiedza o Społeczeństwie', '3', '2016-12-18 22:26:57'), 
('174', 'Egzamin', 'Informatyka', '5', '2017-01-15 16:17:22'), 
('174', 'Odpowiedź ustna', 'Geografia', '2', '2016-12-06 13:42:29'), 
('174', 'Projekt', 'Język Rosyjski', '1', '2016-11-03 06:50:27'), 
('174', 'Sprawdzian', 'Zajęcia Artystyczne', '5', '2016-12-08 19:38:25'), 
('174', 'Praca dodatkowa', 'Język Rosyjski', '1', '2016-10-03 18:09:49'), 
('174', 'Odpowiedź ustna', 'Informatyka', '3', '2016-10-09 03:56:32'), 
('174', 'Projekt', 'Technika', '4', '2016-10-01 21:20:58'), 
('174', 'Praca dodatkowa', 'Religia', '3', '2017-01-25 14:06:00'), 
('174', 'Kartkówka', 'Muzyka', '4', '2016-12-31 12:42:49'), 
('174', 'Projekt', 'Wychowanie do Życia w Rodzinie', '6', '2016-12-08 07:27:42'), 
('174', 'Projekt', 'Chemia', '1', '2017-01-04 05:28:50'), 
('175', 'Aktywność na lekcji', 'Religia', '5', '2016-10-13 05:06:19'), 
('175', 'Egzamin', 'Religia', '3', '2017-01-26 03:50:44'), 
('175', 'Projekt', 'Muzyka', '5', '2016-10-24 20:57:20'), 
('175', 'Egzamin', 'Plastyka', '5', '2017-01-28 08:17:01'), 
('175', 'Praca dodatkowa', 'Język Włoski', '2', '2017-01-25 01:23:52'), 
('175', 'Egzamin', 'Język Francuski', '4', '2017-01-10 16:06:08'), 
('175', 'Praca dodatkowa', 'Chemia', '6', '2016-12-12 06:03:44'), 
('175', 'Projekt', 'Zajęcia Artystyczne', '5', '2016-10-21 04:35:41'), 
('175', 'Kartkówka', 'Wychowanie do Życia w Rodzinie', '1', '2016-09-18 00:31:19'), 
('175', 'Sprawdzian', 'Chemia', '1', '2016-11-13 20:43:57'), 
('175', 'Sprawdzian', 'Fizyka', '4', '2016-10-15 03:08:14'), 
('175', 'Egzamin', 'Biologia', '1', '2016-09-16 23:44:33'), 
('175', 'Sprawdzian', 'Język Angielski', '1', '2017-01-16 10:08:28'), 
('175', 'Aktywność na lekcji', 'Informatyka', '1', '2017-01-09 05:41:15'), 
('175', 'Sprawdzian', 'Wiedza o Społeczeństwie', '4', '2016-09-21 05:14:26'), 
('175', 'Kartkówka', 'Język Włoski', '2', '2016-10-02 14:16:30'), 
('175', 'Odpowiedź ustna', 'Język Hiszpański', '6', '2016-12-21 13:51:00'), 
('175', 'Projekt', 'Godzina Wychowawcza', '1', '2016-10-02 22:51:59'), 
('175', 'Praca dodatkowa', 'Wychowanie Fizyczne', '6', '2016-11-15 03:04:56'), 
('175', 'Zachowanie', 'Język Hiszpański', '6', '2016-12-08 03:08:23'), 
('175', 'Projekt', 'Język Włoski', '2', '2016-11-30 08:33:44'), 
('175', 'Sprawdzian', 'Religia', '2', '2016-09-09 23:55:00'), 
('175', 'Sprawdzian', 'Wychowanie Fizyczne', '3', '2017-01-22 14:38:30'), 
('175', 'Projekt', 'Chemia', '3', '2016-09-15 21:03:57'), 
('176', 'Projekt', 'Wychowanie Fizyczne', '5', '2016-10-20 18:01:20'), 
('176', 'Kartkówka', 'Matematyka', '3', '2016-11-14 20:47:10'), 
('176', 'Aktywność na lekcji', 'Chemia', '5', '2016-10-23 08:59:46'), 
('176', 'Zachowanie', 'Język Angielski', '6', '2016-11-23 15:55:50'), 
('176', 'Odpowiedź ustna', 'Wiedza o Społeczeństwie', '1', '2016-09-22 12:12:18'), 
('176', 'Projekt', 'Fizyka', '4', '2016-12-08 19:27:03'), 
('176', 'Aktywność na lekcji', 'Język Angielski', '5', '2016-09-20 18:10:46'), 
('176', 'Odpowiedź ustna', 'Informatyka', '2', '2016-10-21 11:27:44'), 
('176', 'Odpowiedź ustna', 'Język Francuski', '2', '2016-11-29 01:24:23'), 
('176', 'Odpowiedź ustna', 'Geografia', '5', '2017-01-18 15:29:28'), 
('176', 'Odpowiedź ustna', 'Plastyka', '6', '2016-11-25 03:57:09'), 
('176', 'Projekt', 'Informatyka', '1', '2016-11-21 21:59:27'), 
('176', 'Aktywność na lekcji', 'Matematyka', '2', '2017-02-01 04:19:06'), 
('176', 'Egzamin', 'Wiedza o Społeczeństwie', '5', '2017-01-07 05:47:24'), 
('176', 'Zachowanie', 'Muzyka', '5', '2016-10-02 03:23:59'), 
('176', 'Egzamin', 'Fizyka', '6', '2016-09-09 14:13:47'), 
('176', 'Projekt', 'Wiedza o Społeczeństwie', '3', '2016-12-01 12:37:00'), 
('176', 'Projekt', 'Biologia', '3', '2016-09-17 23:30:55'), 
('176', 'Odpowiedź ustna', 'Język Polski', '5', '2016-11-26 00:04:22'), 
('176', 'Kartkówka', 'Wychowanie Fizyczne', '1', '2016-10-03 19:58:21'), 
('176', 'Aktywność na lekcji', 'Godzina Wychowawcza', '6', '2016-10-05 05:21:44'), 
('177', 'Sprawdzian', 'Język Francuski', '5', '2016-09-12 15:01:24'), 
('177', 'Odpowiedź ustna', 'Muzyka', '3', '2016-10-17 20:32:02'), 
('177', 'Projekt', 'Biologia', '2', '2016-09-17 10:53:57'), 
('177', 'Praca dodatkowa', 'Język Francuski', '4', '2016-11-27 21:06:06'), 
('177', 'Sprawdzian', 'Chemia', '4', '2017-01-16 10:53:03'), 
('177', 'Sprawdzian', 'Fizyka', '5', '2016-10-12 20:37:40'), 
('177', 'Praca dodatkowa', 'Informatyka', '6', '2016-11-11 21:16:24'), 
('177', 'Odpowiedź ustna', 'Informatyka', '3', '2017-02-03 01:41:59'), 
('177', 'Praca dodatkowa', 'Religia', '1', '2016-11-16 00:21:38'), 
('177', 'Odpowiedź ustna', 'Język Rosyjski', '1', '2016-10-23 00:58:25'), 
('177', 'Zachowanie', 'Język Rosyjski', '1', '2016-12-09 20:48:21'), 
('177', 'Praca dodatkowa', 'Język Rosyjski', '5', '2016-10-18 13:01:15'), 
('177', 'Sprawdzian', 'Matematyka', '6', '2016-11-11 07:47:26'), 
('177', 'Sprawdzian', 'Religia', '1', '2017-01-25 13:26:14'), 
('177', 'Odpowiedź ustna', 'Wiedza o Społeczeństwie', '4', '2016-10-20 15:14:49'), 
('177', 'Praca dodatkowa', 'Język Polski', '2', '2016-10-12 14:27:18'), 
('177', 'Sprawdzian', 'Geografia', '2', '2016-11-23 10:03:30'), 
('177', 'Aktywność na lekcji', 'Wychowanie do Życia w Rodzinie', '6', '2016-12-12 10:00:59'), 
('177', 'Egzamin', 'Chemia', '4', '2016-12-04 01:56:07'), 
('177', 'Egzamin', 'Religia', '3', '2017-01-19 09:34:27'), 
('177', 'Sprawdzian', 'Geografia', '1', '2016-09-27 10:41:57'), 
('177', 'Sprawdzian', 'Informatyka', '1', '2017-02-02 04:37:37'), 
('177', 'Odpowiedź ustna', 'Plastyka', '3', '2016-10-16 04:54:50'), 
('177', 'Kartkówka', 'Język Rosyjski', '6', '2016-10-09 23:28:41'), 
('177', 'Sprawdzian', 'Wychowanie do Życia w Rodzinie', '6', '2017-01-03 18:31:51'), 
('177', 'Kartkówka', 'Język Francuski', '4', '2016-09-08 00:34:59'), 
('177', 'Zachowanie', 'Wychowanie Fizyczne', '1', '2016-12-09 23:32:17'), 
('177', 'Praca dodatkowa', 'Technika', '3', '2016-11-12 20:41:22'), 
('177', 'Projekt', 'Technika', '5', '2016-10-25 10:01:56'), 
('177', 'Kartkówka', 'Język Francuski', '4', '2017-01-02 11:13:04'), 
('178', 'Egzamin', 'Godzina Wychowawcza', '6', '2016-11-25 18:20:37'), 
('178', 'Kartkówka', 'Język Rosyjski', '6', '2016-10-01 08:20:54'), 
('178', 'Projekt', 'Język Polski', '1', '2017-01-11 20:10:54'), 
('178', 'Projekt', 'Język Włoski', '1', '2016-12-25 23:15:54'), 
('178', 'Egzamin', 'Religia', '2', '2016-09-21 23:35:19'), 
('178', 'Odpowiedź ustna', 'Język Angielski', '6', '2016-11-20 06:56:43'), 
('178', 'Sprawdzian', 'Język Angielski', '3', '2016-10-31 03:40:51'), 
('178', 'Sprawdzian', 'Biologia', '4', '2016-09-23 13:21:21'), 
('178', 'Sprawdzian', 'Chemia', '4', '2017-01-09 07:47:11'), 
('178', 'Aktywność na lekcji', 'Fizyka', '6', '2016-12-31 10:36:40'), 
('178', 'Odpowiedź ustna', 'Godzina Wychowawcza', '4', '2017-01-02 22:04:47'), 
